n,edgeList,queries
,"[75153, 70635, 111627175]","[68936, 81696, 150535454]"
,"[62199, 39244, 342647390]","[8017, 25800, 44043956]"
,"[43137, 91983, 140589063]","[92921, 83846, 411613745]"
,"[93568, 58912, 829029775]","[49549, 62347, 292717851]"
,"[41949, 83633, 213604472]","[77453, 49747, 988469467]"
,"[64986, 1279, 954666418]","[70043, 95991, 840563706]"
,"[3163, 32946, 997849618]","[33089, 47942, 736536071]"
,"[14531, 4439, 186063103]","[23633, 92209, 572805375]"
,"[96317, 26279, 235380196]","[48092, 80028, 434596043]"
,"[50674, 20989, 602899994]","[51489, 23795, 762908577]"
,"[49573, 37541, 84554292]","[76940, 56693, 65341434]"
,"[9002, 51394, 946029584]","[2008, 11708, 857562716]"
,"[79160, 16502, 526942088]","[28536, 57799, 359469362]"
,"[61799, 85452, 53091394]","[38610, 68359, 234191781]"
,"[31976, 72329, 638439459]","[159, 14947, 997626384]"
,"[30522, 88843, 774216369]","[52294, 24783, 759624838]"
,"[9310, 87841, 240484875]","[82578, 88098, 564468884]"
,"[91309, 86543, 974698659]","[29714, 72450, 874515814]"
,"[56016, 85969, 277211183]","[55139, 24337, 84251027]"
,"[76273, 2708, 864711785]","[76781, 93726, 135075584]"
,"[31967, 56599, 764426741]","[17874, 96095, 796517645]"
,"[42909, 59043, 80941162]","[43659, 40965, 941513001]"
,"[55500, 69165, 557666473]","[54872, 61562, 345524133]"
,"[78281, 64144, 158588363]","[18600, 23257, 325598573]"
,"[77317, 85267, 237867274]","[55907, 98868, 490271713]"
,"[9446, 78749, 32256086]","[48549, 77887, 261589941]"
,"[9880, 5110, 981038392]","[79887, 80877, 915806101]"
,"[10919, 71066, 374377412]","[91559, 50680, 378127880]"
,"[46208, 35592, 12112370]","[46548, 78329, 597069889]"
,"[49135, 99310, 520644684]","[95654, 10607, 383970511]"
,"[98779, 34003, 307599257]","[27315, 28135, 89324669]"
,"[67635, 63707, 934698632]","[70834, 441, 857985129]"
,"[2994, 28905, 961963195]","[89031, 68062, 709155978]"
,"[72780, 11250, 746531285]","[92463, 87133, 864952934]"
,"[65147, 12780, 519329136]","[75661, 6911, 467172702]"
,"[35087, 63381, 312325451]","[29932, 88137, 31683267]"
,"[78777, 2920, 854834372]","[65208, 38423, 604177885]"
,"[62154, 80280, 196044799]","[28840, 40848, 973206234]"
,"[31944, 18685, 564691339]","[6882, 69673, 93332846]"
,"[48501, 26591, 252018198]","[97314, 12649, 675120352]"
,"[63374, 32563, 425838901]","[38140, 89708, 65269240]"
,"[19190, 26056, 26526320]","[60806, 41521, 423771247]"
,"[90813, 43358, 815689011]","[26360, 97575, 709757944]"
,"[58287, 52598, 162064776]","[74939, 37521, 916632547]"
,"[90142, 6575, 754839090]","[58941, 43600, 427095656]"
,"[60564, 21837, 414327271]","[67218, 99387, 231113430]"
,"[53253, 79082, 260420658]","[99933, 72455, 658568167]"
,"[16012, 69878, 769796415]","[35285, 46167, 642057404]"
,"[47906, 65631, 830961979]","[61234, 28364, 586587531]"
,"[44509, 22701, 755140589]","[38449, 9131, 272651930]"
,"[85290, 13277, 559492137]","[80961, 448, 9809060]"
,"[57068, 18615, 396695637]","[43947, 51026, 251090831]"
,"[29059, 78842, 384528957]","[47590, 57053, 99257066]"
,"[51108, 28013, 623833269]","[74610, 54344, 905834528]"
,"[34583, 89071, 576989301]","[85426, 47021, 766285921]"
,"[64487, 36955, 199586876]","[16595, 49777, 267317692]"
,"[17533, 33331, 218881440]","[27905, 6465, 659780629]"
,"[95498, 38283, 628684052]","[86412, 92414, 110295960]"
,"[7519, 77340, 894056650]","[15038, 3357, 958881574]"
,"[26333, 33287, 153062034]","[17943, 64992, 554748504]"
,"[50614, 98951, 823987170]","[97125, 56561, 682245479]"
,"[76659, 20486, 439434028]","[47053, 62157, 648805858]"
,"[29050, 40251, 273455045]","[69532, 65328, 922182016]"
,"[39257, 73532, 225803976]","[30135, 33911, 24134136]"
,"[839, 32918, 119722785]","[75670, 91445, 453786921]"
,"[2384, 48569, 331012088]","[4006, 83994, 595019220]"
,"[44209, 85940, 929741395]","[5599, 84063, 866231520]"
,"[69440, 80095, 418608648]","[66047, 95557, 350658055]"
,"[1425, 9197, 639517523]","[95730, 53666, 18677074]"
,"[29550, 83480, 486911889]","[26001, 35084, 234465168]"
,"[64269, 22161, 591909107]","[58068, 99712, 781560139]"
,"[51048, 65436, 340336998]","[49824, 64035, 255941902]"
,"[84149, 98985, 465999757]","[52554, 71544, 69466583]"
,"[52974, 96930, 576931911]","[52738, 58490, 96202067]"
,"[3092, 64407, 209003791]","[59682, 73874, 306679428]"
,"[40579, 44362, 748098329]","[26937, 92491, 130334191]"
,"[90240, 97645, 977187616]","[59727, 15279, 365674497]"
,"[60195, 16301, 25030999]","[11332, 97616, 768444708]"
,"[60833, 13701, 491793802]","[33420, 3159, 882600783]"
,"[67215, 2910, 438358376]","[39816, 30852, 16052336]"
,"[46088, 42428, 908875994]","[27721, 70943, 652962826]"
,"[4911, 22541, 458919773]","[57549, 57063, 277069111]"
,"[39761, 62432, 144059574]","[29253, 73581, 386417120]"
,"[17500, 26434, 82449871]","[81044, 89231, 235370107]"
,"[34266, 54018, 731100037]","[57671, 26326, 443370452]"
,"[38434, 20218, 49526348]","[63242, 52578, 143476018]"
,"[19881, 1665, 983314675]","[6587, 67744, 534722333]"
,"[58457, 51712, 384741315]","[22900, 51422, 547607875]"
,"[63883, 75184, 462348942]","[38276, 33653, 4541256]"
,"[51732, 99079, 488708389]","[15455, 23516, 301269807]"
,"[45751, 68445, 86577675]","[91521, 33774, 992756748]"
,"[90540, 27084, 321511372]","[65989, 24334, 943863394]"
,"[29892, 38833, 744280900]","[33954, 73547, 761564306]"
,"[35521, 60757, 920316366]","[78843, 92113, 418934865]"
,"[57912, 97081, 408185069]","[11481, 94056, 876117649]"
,"[97885, 22069, 248987051]","[63786, 6671, 848436694]"
,"[52000, 92552, 749212565]","[26550, 46779, 472342672]"
,"[74563, 50436, 437963032]","[52826, 95187, 696615642]"
,"[88232, 32477, 479380423]","[43989, 58328, 5221528]"
,"[72038, 56031, 128516549]","[19108, 7037, 750888530]"
,"[23827, 685, 901286942]","[59785, 70594, 882127228]"
,"[34203, 46331, 667996318]","[54173, 40978, 360635429]"
,"[64698, 65150, 830735582]","[43235, 5803, 82968949]"
,"[53745, 63166, 910785156]","[27866, 81890, 793719192]"
,"[94564, 84124, 843822238]","[53274, 50233, 346269277]"
,"[33106, 7473, 271186078]","[9217, 84373, 10340997]"
,"[81204, 45694, 982500853]","[53, 66352, 367445967]"
,"[3995, 51889, 846520376]","[53361, 75420, 456423984]"
,"[84227, 78417, 178922485]","[4349, 68231, 52755851]"
,"[45738, 11151, 804619250]","[53298, 54757, 923956689]"
,"[79137, 87314, 133454130]","[15714, 24823, 568228192]"
,"[11383, 45474, 708976224]","[62415, 57865, 854884677]"
,"[48902, 56206, 368694932]","[99058, 48032, 371991221]"
,"[23262, 80791, 923413307]","[8119, 32843, 844208716]"
,"[18450, 59655, 717806630]","[51532, 69720, 540287261]"
,"[72763, 16312, 676697504]","[81224, 52091, 710007856]"
,"[24847, 53118, 154378294]","[68230, 63367, 464396109]"
,"[33869, 89289, 589374942]","[63109, 92441, 979276368]"
,"[1411, 92686, 285869838]","[28152, 50494, 400109546]"
,"[56814, 63088, 504212768]","[71426, 97158, 204247112]"
,"[79769, 28674, 967687898]","[45284, 71243, 488959790]"
,"[26090, 72895, 254160857]","[52276, 74468, 331758707]"
,"[76425, 44521, 845721695]","[65605, 83441, 130405339]"
,"[95703, 7049, 162099135]","[2260, 3755, 751208894]"
,"[81958, 60790, 601724907]","[66828, 8980, 998743000]"
,"[50647, 86706, 168419145]","[2772, 30129, 381327089]"
,"[88522, 50501, 216628570]","[50317, 81798, 852749077]"
,"[88612, 14180, 283709757]","[14852, 97821, 530037880]"
,"[11767, 29951, 340268213]","[60250, 26823, 881116348]"
,"[97440, 4462, 207211066]","[99980, 25626, 670708453]"
,"[90340, 79377, 483971220]","[17890, 28186, 78946105]"
,"[68666, 41077, 87382338]","[59846, 19417, 57786825]"
,"[39291, 9294, 189655372]","[96420, 40534, 290243232]"
,"[2071, 8765, 79464694]","[1303, 30485, 256445800]"
,"[76263, 3199, 413216311]","[81510, 26967, 533492148]"
,"[64708, 63760, 247087565]","[39495, 50073, 576163487]"
,"[54758, 71370, 342822769]","[20405, 27879, 698369144]"
,"[22924, 88703, 252863379]","[66805, 31869, 104166536]"
,"[59608, 84153, 332934046]","[77151, 71128, 268158983]"
,"[60844, 54480, 131030724]","[33972, 2665, 707770397]"
,"[15151, 43808, 367502269]","[35225, 64952, 997158286]"
,"[69657, 96238, 303895199]","[26903, 75976, 198426894]"
,"[76562, 87462, 817122183]","[54819, 69458, 506713476]"
,"[62613, 25017, 544659201]","[42538, 38292, 717354559]"
,"[39771, 1273, 3445635]","[3598, 73814, 974227486]"
,"[68074, 14568, 80503207]","[41072, 73005, 679933632]"
,"[8143, 46723, 910215290]","[78262, 50682, 468770660]"
,"[18506, 11937, 180331794]","[14820, 88987, 473918413]"
,"[34671, 2732, 715987730]","[77380, 18340, 921575978]"
,"[62722, 55458, 776866281]","[29457, 26448, 389640594]"
,"[54051, 63156, 561402904]","[31622, 62117, 404237119]"
,"[49568, 91944, 845907999]","[7727, 74491, 985688162]"
,"[13293, 80464, 570917394]","[646, 95504, 444710941]"
,"[50972, 99676, 409404161]","[17326, 58758, 953087464]"
,"[37964, 46313, 216495107]","[41374, 26175, 870832360]"
,"[31912, 67750, 214135062]","[978, 96284, 194234972]"
,"[59740, 29759, 219114382]","[84990, 71809, 582533915]"
,"[16097, 5990, 864456175]","[25420, 44275, 57219651]"
,"[57535, 82478, 888144045]","[39413, 27759, 966954416]"
,"[39535, 57401, 429407509]","[26297, 16462, 811796581]"
,"[3293, 25311, 92590775]","[18034, 52052, 856007880]"
,"[5242, 61558, 476277646]","[5516, 485, 919210510]"
,"[60008, 24985, 692794598]","[83195, 92384, 793213969]"
,"[48165, 32312, 253213424]","[59217, 62633, 620201654]"
,"[75746, 53667, 283196621]","[51485, 55148, 411123893]"
,"[10378, 35401, 970393496]","[56567, 92367, 483593134]"
,"[40474, 11861, 176881915]","[81090, 43615, 648042072]"
,"[63024, 99909, 396598111]","[61452, 98142, 347213511]"
,"[62896, 74554, 575414887]","[83086, 1905, 187653957]"
,"[72381, 1815, 188326189]","[44274, 33139, 857573316]"
,"[59975, 98775, 149979339]","[81570, 13719, 389502987]"
,"[7485, 80510, 654285100]","[59095, 62762, 174245002]"
,"[89706, 25854, 355482790]","[28354, 51169, 1807950]"
,"[21488, 47748, 77134517]","[79801, 79509, 993627272]"
,"[20248, 122, 663745802]","[44466, 1422, 459256291]"
,"[69535, 59473, 892264451]","[24212, 89571, 792622143]"
,"[46965, 44646, 335233027]","[85805, 43751, 55104449]"
,"[97915, 52456, 535359010]","[15634, 21356, 669576092]"
,"[94133, 7380, 11256903]","[27695, 38710, 95472435]"
,"[37512, 62211, 379886065]","[89997, 55425, 33112815]"
,"[89589, 71781, 493453067]","[35156, 22267, 428065927]"
,"[5679, 12995, 142564952]","[30261, 38015, 937829562]"
,"[97510, 68002, 20748390]","[25505, 5169, 511989213]"
,"[73635, 60140, 34919065]","[21201, 84181, 208004336]"
,"[25115, 35949, 107101583]","[59868, 35747, 144712136]"
,"[15781, 51365, 210618843]","[59906, 40359, 160626202]"
,"[70624, 54894, 79352208]","[37692, 65530, 709581007]"
,"[4612, 11934, 9546785]","[84426, 94869, 280857860]"
,"[69454, 26221, 57604095]","[64851, 54161, 458565882]"
,"[13541, 48690, 208212931]","[69317, 29836, 928457577]"
,"[44974, 98627, 724134079]","[42013, 58413, 86652077]"
,"[83193, 18090, 928785579]","[75525, 45341, 231181437]"
,"[58843, 72946, 23523909]","[15390, 39498, 976384939]"
,"[5936, 95272, 350932060]","[23146, 39207, 345133054]"
,"[53549, 4908, 546329212]","[89972, 42121, 997392704]"
,"[69832, 53456, 206923058]","[10539, 80163, 758512688]"
,"[73114, 86501, 859540673]","[72678, 26256, 938261289]"
,"[37813, 11214, 645455847]","[85363, 10102, 841841909]"
,"[50407, 18387, 933037369]","[16497, 59025, 794357033]"
,"[71364, 40869, 870916464]","[47457, 10956, 669559110]"
,"[13883, 78490, 280853603]","[30979, 67874, 792815507]"
,"[34452, 57482, 302344762]","[36482, 43839, 554192025]"
,"[50994, 81316, 31117628]","[95147, 85898, 288718695]"
,"[94724, 47147, 532120774]","[24620, 47510, 864969024]"
,"[75933, 21801, 266991918]","[25989, 95358, 588394656]"
,"[22021, 86850, 785767526]","[12592, 83651, 987127029]"
,"[8263, 71087, 212345541]","[72533, 46415, 278573026]"
,"[74883, 42279, 516333141]","[36790, 71197, 495620640]"
,"[54437, 92312, 578821319]","[13883, 31570, 280406298]"
,"[45123, 25742, 567866707]","[4273, 39836, 406187645]"
,"[79439, 30402, 203615038]","[88514, 72999, 267986472]"
,"[42888, 49173, 135331476]","[99738, 25320, 730435947]"
,"[91655, 35040, 120851133]","[14228, 88444, 770942562]"
,"[79727, 45462, 88828195]","[69613, 99350, 476278471]"
,"[61063, 72739, 431309960]","[52127, 95163, 249726155]"
,"[30769, 12998, 584010010]","[44480, 46870, 963613136]"
,"[85242, 76340, 990884033]","[10867, 34290, 678676722]"
,"[23534, 60672, 556558163]","[18568, 72972, 890483121]"
,"[49809, 81100, 823986592]","[36778, 16292, 349081046]"
,"[73309, 84580, 392896300]","[60738, 59690, 399472236]"
,"[54052, 67180, 503437628]","[94942, 64878, 785733378]"
,"[94717, 74558, 412690356]","[83502, 18689, 245439728]"
,"[90932, 59546, 753662064]","[19287, 89719, 250076997]"
,"[26519, 60969, 738911632]","[65081, 68114, 46588319]"
,"[78193, 95471, 898686795]","[91772, 7296, 453060807]"
,"[80350, 47510, 411262267]","[89078, 39856, 955741937]"
,"[70050, 68241, 867716459]","[33073, 5406, 48454971]"
,"[4271, 95767, 555987765]","[66352, 62038, 194928330]"
,"[42252, 96852, 738800704]","[87322, 70427, 198230648]"
,"[78399, 86335, 438152875]","[57745, 19766, 507233114]"
,"[57208, 45727, 153598711]","[85495, 88213, 697447736]"
,"[15525, 49923, 917178992]","[7050, 91363, 174487815]"
,"[28615, 90197, 687166795]","[80931, 34165, 249822632]"
,"[82659, 39860, 564473133]","[75193, 67601, 15347312]"
,"[62388, 72415, 878105286]","[81297, 13027, 752113403]"
,"[49625, 98150, 288779688]","[80003, 25768, 686824630]"
,"[68334, 3120, 134187833]","[76627, 39297, 890421392]"
,"[6741, 43226, 996016288]","[40051, 15940, 902472072]"
,"[15246, 85173, 99651373]","[12299, 81021, 43107387]"
,"[66278, 37295, 859093698]","[38908, 17975, 935662509]"
,"[18182, 86696, 799849209]","[42757, 52289, 23781375]"
,"[49171, 39899, 132787036]","[16979, 97938, 333429047]"
,"[97117, 629, 168538665]","[98592, 14426, 537696868]"
,"[19191, 6618, 392683586]","[18786, 65075, 934615992]"
,"[70054, 31366, 345827935]","[92696, 8318, 335644691]"
,"[75777, 42348, 682781087]","[45841, 53258, 706637726]"
,"[62457, 72460, 561817288]","[90875, 97785, 313155768]"
,"[2810, 91182, 572199342]","[74257, 17691, 644546944]"
,"[29276, 45405, 143954674]","[32276, 71759, 858604556]"
,"[49335, 22682, 779879273]","[6504, 87889, 395475884]"
,"[58662, 32020, 987884154]","[25708, 38934, 902266730]"
,"[87068, 70633, 193510519]","[33666, 25495, 370342156]"
,"[57919, 51963, 887512468]","[21354, 64045, 110145784]"
,"[2127, 57188, 762481409]","[18011, 6101, 996488495]"
,"[91027, 59752, 38678584]","[95397, 92815, 687808619]"
,"[52159, 19036, 393161881]","[15957, 20343, 396043623]"
,"[584, 81096, 86453298]","[69982, 90414, 556791727]"
,"[87838, 61784, 783531269]","[14838, 30765, 572592218]"
,"[85709, 80767, 180124560]","[28951, 6731, 798343071]"
,"[52872, 12898, 101100157]","[64656, 68731, 397384383]"
,"[81035, 92684, 578435371]","[18052, 81130, 754411812]"
,"[92865, 8014, 653953761]","[84288, 97992, 34315470]"
,"[42717, 57309, 754853045]","[47256, 55575, 381407096]"
,"[7875, 49319, 695842401]","[42539, 87649, 61162013]"
,"[75102, 79881, 255014116]","[36798, 5845, 871754022]"
,"[94994, 23684, 263162411]","[49736, 43523, 378984613]"
,"[18151, 96384, 208366506]","[12632, 67132, 938739734]"
,"[56524, 64260, 744307420]","[6935, 97767, 745937650]"
,"[31484, 52399, 747348528]","[26385, 30282, 427228158]"
,"[44578, 90015, 274427624]","[30474, 15019, 256936892]"
,"[94555, 6253, 87998834]","[13715, 53177, 818606884]"
,"[98461, 73767, 786324814]","[44045, 90610, 886607660]"
,"[62470, 28053, 128120560]","[9208, 81846, 936729714]"
,"[9139, 11766, 826609546]","[38622, 76839, 223259143]"
,"[22301, 2960, 906978520]","[31902, 57188, 339910162]"
,"[95959, 18575, 935535594]","[76752, 98131, 710821226]"
,"[60841, 22170, 190969379]","[92221, 24568, 972690121]"
,"[14883, 51688, 259924074]","[6970, 27491, 429183193]"
,"[8813, 64030, 317146716]","[9625, 73394, 394342675]"
,"[87676, 88721, 672688931]","[40384, 75114, 981043160]"
,"[12523, 81050, 637946814]","[61181, 69021, 458392202]"
,"[29187, 71790, 610628428]","[97858, 38471, 727838943]"
,"[16805, 86536, 483423232]","[44979, 47056, 58096740]"
,"[31793, 29350, 299749284]","[48537, 51446, 907382540]"
,"[2062, 79443, 764380715]","[64559, 72626, 270122396]"
,"[43973, 70653, 424157126]","[33660, 74448, 119106557]"
,"[32035, 41971, 312068932]","[31692, 52063, 154000552]"
,"[57218, 76736, 198846377]","[44964, 61899, 812222822]"
,"[32715, 18265, 411616877]","[58321, 30593, 948001696]"
,"[56279, 18230, 276786665]","[27640, 64314, 337349392]"
,"[19955, 76215, 781119860]","[21934, 91532, 122891024]"
,"[77723, 97311, 455998413]","[66229, 26331, 130976081]"
,"[49341, 29224, 634509278]","[79509, 93062, 153242105]"
,"[2251, 58776, 297666340]","[57257, 23998, 543784605]"
,"[17248, 86764, 413612867]","[16058, 65685, 899210968]"
,"[55460, 26695, 226408955]","[31222, 32024, 891235675]"
,"[65770, 82303, 670152903]","[88072, 42233, 447156311]"
,"[11027, 22858, 159042967]","[57357, 40009, 770407741]"
,"[69172, 3539, 9981271]","[99279, 10282, 471774836]"
,"[24278, 29164, 689848877]","[895, 21752, 802101069]"
,"[61920, 7225, 678982847]","[79430, 1143, 101023735]"
,"[98675, 88954, 783418974]","[57414, 98098, 783244589]"
,"[53750, 2797, 670155583]","[41247, 27029, 15959224]"
,"[89836, 25623, 76585398]","[72424, 27164, 636291407]"
,"[37463, 8697, 492055049]","[98822, 46791, 82012542]"
,"[87726, 32148, 741273295]","[25676, 82088, 781789978]"
,"[32625, 51060, 120852493]","[8137, 47269, 142960387]"
,"[20974, 30700, 632143203]","[58008, 3092, 560635943]"
,"[28516, 26455, 587781064]","[4353, 4663, 793332517]"
,"[11919, 71825, 634617518]","[58714, 84291, 57355838]"
,"[33675, 44997, 678210810]","[13632, 56639, 205815708]"
,"[36658, 87520, 701939412]","[35005, 58551, 153205504]"
,"[76428, 57897, 377178280]","[92274, 86790, 841876895]"
,"[10643, 90215, 839985209]","[76210, 7765, 398249460]"
,"[89339, 44118, 169401166]","[27179, 11785, 379988501]"
,"[31615, 69471, 731447409]","[43122, 14951, 558132129]"
,"[44738, 73509, 617332884]","[20424, 22133, 350592104]"
,"[57591, 19788, 373726371]","[21761, 76592, 913854197]"
,"[2759, 50141, 490710605]","[55231, 40045, 201354589]"
,"[93252, 9931, 241214621]","[44753, 32795, 151873088]"
,"[18574, 17431, 930986914]","[63130, 25199, 341308632]"
,"[89381, 99581, 236384476]","[44271, 51959, 972517104]"
,"[59042, 92281, 797785083]","[60691, 53636, 778321081]"
,"[2110, 75938, 17343285]","[45688, 64368, 241576194]"
,"[31223, 13710, 257506822]","[13577, 75532, 986501521]"
,"[40507, 51315, 335337655]","[99010, 19234, 952111687]"
,"[38220, 29810, 648138050]","[49854, 19854, 884124180]"
,"[1308, 92077, 89735158]","[3325, 52285, 879727527]"
,"[43126, 88597, 913083948]","[58573, 86755, 177850987]"
,"[29733, 29040, 620721646]","[44691, 98768, 110070736]"
,"[43966, 73466, 241003344]","[61629, 21626, 439400169]"
,"[24779, 90726, 143453863]","[35232, 10817, 572100522]"
,"[87055, 55521, 387423313]","[70722, 42021, 727476259]"
,"[5129, 80391, 14016464]","[51444, 24482, 340329793]"
,"[15481, 22863, 566736958]","[91997, 87942, 683582882]"
,"[9251, 66229, 331074432]","[60708, 57798, 995317725]"
,"[85475, 69897, 657702933]","[13577, 17542, 339397420]"
,"[29095, 83420, 416071075]","[90114, 7123, 373182601]"
,"[39276, 43713, 645047264]","[77013, 42379, 731783025]"
,"[8173, 32358, 938055202]","[5406, 79660, 821680114]"
,"[88534, 6841, 821153224]","[49578, 57731, 926653445]"
,"[7502, 50784, 500092946]","[61772, 10323, 706784666]"
,"[75410, 77670, 72964286]","[88582, 85923, 206219248]"
,"[85524, 26595, 304956664]","[32616, 27575, 367049621]"
,"[53522, 73261, 791799175]","[42558, 25437, 376733527]"
,"[5171, 50025, 674203540]","[38046, 26736, 121187251]"
,"[3609, 50322, 372354696]","[62315, 97459, 727046532]"
,"[51841, 8464, 155408034]","[15496, 75090, 338550418]"
,"[14707, 88166, 977720420]","[28962, 98797, 819594606]"
,"[64612, 40770, 506743427]","[35334, 63065, 837892950]"
,"[18180, 54080, 520774784]","[23519, 38274, 456718642]"
,"[23575, 27761, 326166559]","[95754, 89477, 870935399]"
,"[5066, 56896, 579216013]","[27445, 9294, 598030207]"
,"[71626, 93965, 472222740]","[37155, 11586, 566766735]"
,"[65031, 19547, 516903979]","[215, 43442, 319093612]"
,"[44360, 83944, 213088935]","[68662, 63911, 111474842]"
,"[71835, 54746, 418193715]","[27905, 27332, 348156728]"
,"[72009, 78013, 740521844]","[2295, 61643, 394880084]"
,"[63729, 92735, 59397845]","[59224, 24599, 723065488]"
,"[58284, 27282, 886019278]","[9456, 26992, 40809502]"
,"[95507, 39263, 694458638]","[6041, 46285, 118970637]"
,"[16402, 13397, 577041074]","[90890, 1666, 209512471]"
,"[2126, 95325, 812925578]","[78626, 64701, 250109117]"
,"[66897, 80412, 729675697]","[34076, 863, 770632536]"
,"[26770, 14241, 426712718]","[79748, 293, 176614816]"
,"[79311, 66202, 144724164]","[39990, 43012, 879497915]"
,"[26141, 94455, 535153459]","[79742, 32308, 511370651]"
,"[75559, 77644, 797483993]","[35661, 81483, 910549030]"
,"[48721, 32032, 767411639]","[91450, 7993, 239777248]"
,"[39507, 17535, 730008829]","[98044, 83518, 512133738]"
,"[83228, 3827, 353760004]","[7156, 59967, 548024771]"
,"[53841, 53238, 539583347]","[45202, 22396, 158437744]"
,"[3012, 59824, 240739262]","[14606, 6653, 887688899]"
,"[46979, 22525, 425198592]","[94121, 23281, 239155023]"
,"[59042, 41572, 417157721]","[94803, 91372, 896608206]"
,"[46209, 23129, 667097400]","[33464, 21899, 907145790]"
,"[99201, 88844, 755098466]","[72547, 47234, 395747705]"
,"[70661, 983, 401831529]","[96804, 13178, 644647604]"
,"[31829, 85205, 996810805]","[2954, 47370, 852289993]"
,"[5025, 25498, 426553349]","[28299, 87351, 803618230]"
,"[15526, 1179, 873238378]","[1352, 67418, 423226034]"
,"[2164, 35224, 673137976]","[73490, 49844, 740012263]"
,"[56994, 82936, 21721229]","[51415, 7871, 334215396]"
,"[96111, 43554, 117047466]","[85182, 96511, 954659323]"
,"[284, 3012, 104371548]","[57514, 97853, 436608243]"
,"[73913, 94178, 668044109]","[71871, 75759, 253389904]"
,"[44768, 428, 49906392]","[52479, 56149, 158064618]"
,"[81838, 73093, 801025639]","[76410, 58400, 281893986]"
,"[61517, 22229, 424421487]","[68996, 69204, 138079791]"
,"[35580, 54848, 153956847]","[15362, 56912, 649625242]"
,"[58940, 13341, 448462871]","[93149, 40221, 417168976]"
,"[59712, 46007, 859353866]","[679, 86954, 896360510]"
,"[17027, 1240, 387915225]","[71589, 72802, 44362504]"
,"[75183, 32064, 990333338]","[79921, 83002, 936542051]"
,"[99970, 95756, 899698298]","[73275, 6945, 912897819]"
,"[43691, 34445, 84078174]","[33277, 57095, 217461982]"
,"[48395, 65187, 785071601]","[62824, 75449, 902685893]"
,"[20643, 30798, 621832023]","[94141, 81952, 617822784]"
,"[64998, 34065, 198708334]","[78081, 86414, 335721607]"
,"[33000, 60732, 303952026]","[92345, 30221, 755446999]"
,"[19551, 85205, 349334881]","[82563, 74855, 934241325]"
,"[70887, 77098, 102992186]","[29928, 92672, 719622367]"
,"[81827, 76170, 760151499]","[26920, 77035, 676153399]"
,"[41407, 80549, 956215115]","[36161, 56793, 399408694]"
,"[64450, 98847, 332171897]","[65967, 46003, 750233254]"
,"[56175, 42728, 96223813]","[4825, 36966, 134417583]"
,"[75279, 69823, 318301901]","[1528, 85363, 297173796]"
,"[55492, 89295, 884549871]","[5428, 54191, 716940193]"
,"[49064, 49632, 226829722]","[29207, 50728, 466164543]"
,"[97525, 14434, 844558023]","[5504, 63943, 131842108]"
,"[51894, 3878, 851870406]","[82771, 20498, 928548206]"
,"[26700, 24213, 690362783]","[87936, 57369, 721586140]"
,"[73478, 86722, 594720095]","[72103, 94545, 932915144]"
,"[67035, 77222, 967516827]","[88735, 88890, 806014401]"
,"[33824, 87952, 574288544]","[14913, 28194, 536065536]"
,"[75015, 63372, 599195961]","[85416, 3227, 243869003]"
,"[80173, 39708, 112859214]","[55905, 5830, 394194091]"
,"[90961, 64729, 135713168]","[33345, 36333, 445108830]"
,"[56432, 29694, 742764129]","[27505, 43337, 416428357]"
,"[92475, 46698, 143411261]","[54643, 30008, 262891171]"
,"[68038, 72193, 147673530]","[87657, 71656, 361140831]"
,"[65817, 1364, 729113543]","[53463, 7388, 442577099]"
,"[89854, 69377, 172505829]","[84131, 47675, 201344130]"
,"[28143, 12767, 335021097]","[94981, 53261, 613645664]"
,"[25242, 86790, 936833462]","[21926, 96453, 206299936]"
,"[93757, 4992, 711807150]","[13541, 75034, 70848155]"
,"[19934, 45791, 159995465]","[96230, 30630, 93791511]"
,"[5196, 1518, 701366816]","[2792, 88237, 979274866]"
,"[16612, 75381, 809673852]","[71232, 3778, 772536596]"
,"[90607, 67720, 669784953]","[19941, 5740, 402632392]"
,"[3973, 37995, 173628236]","[68787, 15144, 724761368]"
,"[87850, 54322, 616216148]","[84889, 82662, 303148984]"
,"[91096, 71743, 48727931]","[47098, 89954, 856377498]"
,"[71075, 62696, 583428597]","[55362, 38827, 373845313]"
,"[22705, 41410, 253932723]","[50317, 92606, 92313581]"
,"[34271, 49433, 531648347]","[48875, 50325, 522605818]"
,"[86098, 62, 629801948]","[4751, 94302, 906962043]"
,"[76767, 58138, 946080977]","[92498, 58324, 730733377]"
,"[86650, 66105, 803750420]","[39121, 85218, 384298393]"
,"[43143, 85230, 39705988]","[89462, 574, 832024252]"
,"[98872, 57079, 75922315]","[58786, 67518, 443899566]"
,"[50217, 8830, 267588769]","[17641, 19504, 597503662]"
,"[15439, 85266, 162528929]","[60925, 816, 94755642]"
,"[15874, 60204, 994071336]","[13770, 43804, 376196462]"
,"[69162, 69977, 711142143]","[41866, 86222, 176838233]"
,"[94697, 70096, 771114070]","[90507, 59355, 925895459]"
,"[68196, 88257, 770874600]","[94570, 2804, 638421180]"
,"[82156, 11322, 466588449]","[31149, 57782, 510715906]"
,"[84619, 24088, 421255187]","[71674, 93238, 708309571]"
,"[55360, 52767, 656478377]","[85755, 80576, 674217242]"
,"[66585, 62448, 288342126]","[75570, 19702, 761031049]"
,"[99108, 18344, 172021798]","[51871, 24073, 735762203]"
